from,to,ndvi_mean,ndwi_mean,year,month,quarter,week,year_month,month_week
2020-06-29 00:00:00+00:00,2020-07-04 00:00:00+00:00,0.3082955017799957,-0.3252860441951521,2020,6,2,5,2020-06,6-5
2020-07-04 00:00:00+00:00,2020-07-09 00:00:00+00:00,0.3431162599831191,-0.3485974622721199,2020,7,3,1,2020-07,7-1
2020-07-09 00:00:00+00:00,2020-07-14 00:00:00+00:00,0.2498541006200682,-0.24298387178466582,2020,7,3,2,2020-07,7-2
2020-07-14 00:00:00+00:00,2020-07-19 00:00:00+00:00,0.3379673294666685,-0.33175545896598463,2020,7,3,3,2020-07,7-3
2020-07-19 00:00:00+00:00,2020-07-24 00:00:00+00:00,0.19492129971799424,-0.16787253431428717,2020,7,3,3,2020-07,7-3
2020-07-24 00:00:00+00:00,2020-07-29 00:00:00+00:00,0.3943124773146672,-0.4025454845643063,2020,7,3,4,2020-07,7-4
2020-07-29 00:00:00+00:00,2020-08-03 00:00:00+00:00,0.09147183290308511,-0.0618995211694837,2020,7,3,5,2020-07,7-5
2020-08-03 00:00:00+00:00,2020-08-08 00:00:00+00:00,0.35377253831826294,-0.3502637070108125,2020,8,3,1,2020-08,8-1
2020-08-08 00:00:00+00:00,2020-08-13 00:00:00+00:00,0.40990836548067117,-0.3865895246505036,2020,8,3,1,2020-08,8-1
2020-08-13 00:00:00+00:00,2020-08-18 00:00:00+00:00,0.26121996882758886,-0.22488630020251887,2020,8,3,2,2020-08,8-2
2020-08-18 00:00:00+00:00,2020-08-23 00:00:00+00:00,0.34197652663864736,-0.29975453842281785,2020,8,3,3,2020-08,8-3
2020-08-23 00:00:00+00:00,2020-08-28 00:00:00+00:00,0.5343307487341079,-0.49780354430946744,2020,8,3,3,2020-08,8-3
2020-08-28 00:00:00+00:00,2020-09-02 00:00:00+00:00,0.5024977878222893,-0.462143589237921,2020,8,3,4,2020-08,8-4
2020-09-02 00:00:00+00:00,2020-09-07 00:00:00+00:00,0.47387125510581746,-0.4265996005867194,2020,9,3,1,2020-09,9-1
2020-09-07 00:00:00+00:00,2020-09-12 00:00:00+00:00,0.3700868191252475,-0.3181906619727556,2020,9,3,2,2020-09,9-2
2020-09-12 00:00:00+00:00,2020-09-17 00:00:00+00:00,0.1819413484735617,-0.144654922564875,2020,9,3,2,2020-09,9-2
2020-09-17 00:00:00+00:00,2020-09-22 00:00:00+00:00,0.025788897083278573,-0.01286130832472505,2020,9,3,3,2020-09,9-3
2020-09-22 00:00:00+00:00,2020-09-27 00:00:00+00:00,0.4055759690144579,-0.3547220956797406,2020,9,3,4,2020-09,9-4
2020-09-27 00:00:00+00:00,2020-10-02 00:00:00+00:00,0.11791277642019744,-0.07855351592596899,2020,9,3,4,2020-09,9-4
2020-10-02 00:00:00+00:00,2020-10-07 00:00:00+00:00,-0.02149884762784556,0.0492578481161285,2020,10,4,1,2020-10,10-1
2020-10-07 00:00:00+00:00,2020-10-12 00:00:00+00:00,0.0023169585514199653,0.027858978933390573,2020,10,4,2,2020-10,10-2
2020-10-12 00:00:00+00:00,2020-10-17 00:00:00+00:00,0.16120750108207038,-0.11543846887700465,2020,10,4,3,2020-10,10-3
2020-10-17 00:00:00+00:00,2020-10-22 00:00:00+00:00,0.22462431494491403,-0.1459726644439878,2020,10,4,3,2020-10,10-3
2020-10-22 00:00:00+00:00,2020-10-27 00:00:00+00:00,0.16652895255118372,-0.11468584982110767,2020,10,4,4,2020-10,10-4
2020-10-27 00:00:00+00:00,2020-11-01 00:00:00+00:00,0.2779105964126431,-0.1895549251039483,2020,10,4,5,2020-10,10-5
2020-11-01 00:00:00+00:00,2020-11-06 00:00:00+00:00,0.37144191343644745,-0.30364136980183326,2020,11,4,1,2020-11,11-1
2020-11-06 00:00:00+00:00,2020-11-11 00:00:00+00:00,0.4895918328333484,-0.4138513729978853,2020,11,4,2,2020-11,11-2
2020-11-11 00:00:00+00:00,2020-11-16 00:00:00+00:00,0.4361369926546507,-0.38780619399375016,2020,11,4,3,2020-11,11-3
2020-11-16 00:00:00+00:00,2020-11-21 00:00:00+00:00,0.45502829909002407,-0.42661039066397255,2020,11,4,4,2020-11,11-4
2020-11-21 00:00:00+00:00,2020-11-26 00:00:00+00:00,0.44372555483935067,-0.43099477487650634,2020,11,4,4,2020-11,11-4
2020-11-26 00:00:00+00:00,2020-12-01 00:00:00+00:00,0.20994491450277117,-0.18706422308489748,2020,11,4,5,2020-11,11-5
2020-12-01 00:00:00+00:00,2020-12-06 00:00:00+00:00,0.25496324902431555,-0.2573724085696516,2020,12,4,1,2020-12,12-1
2020-12-06 00:00:00+00:00,2020-12-11 00:00:00+00:00,0.4133155364340925,-0.44809621123299176,2020,12,4,1,2020-12,12-1
2020-12-11 00:00:00+00:00,2020-12-16 00:00:00+00:00,0.13879246918472699,-0.11858868799189398,2020,12,4,2,2020-12,12-2
2020-12-16 00:00:00+00:00,2020-12-21 00:00:00+00:00,0.33984316585033747,-0.37151977016153437,2020,12,4,3,2020-12,12-3
2020-12-21 00:00:00+00:00,2020-12-26 00:00:00+00:00,0.30907628318505137,-0.34678820799140186,2020,12,4,4,2020-12,12-4
2020-12-26 00:00:00+00:00,2020-12-31 00:00:00+00:00,0.3484519940423802,-0.38952944364170705,2020,12,4,4,2020-12,12-4
2020-12-31 00:00:00+00:00,2021-01-05 00:00:00+00:00,0.3540334005264899,-0.4137491828197627,2020,12,4,5,2020-12,12-5
2021-01-05 00:00:00+00:00,2021-01-10 00:00:00+00:00,0.29393247187219523,-0.32910494539099894,2021,1,1,1,2021-01,1-1
2021-01-10 00:00:00+00:00,2021-01-15 00:00:00+00:00,0.3524153877334105,-0.4183113725738599,2021,1,1,1,2021-01,1-1
2021-01-15 00:00:00+00:00,2021-01-20 00:00:00+00:00,0.33377877210179135,-0.391723116124064,2021,1,1,2,2021-01,1-2
2021-01-20 00:00:00+00:00,2021-01-25 00:00:00+00:00,0.3263031856605984,-0.38984767462904274,2021,1,1,3,2021-01,1-3
2021-01-25 00:00:00+00:00,2021-01-30 00:00:00+00:00,0.2742742804972396,-0.30725866008672537,2021,1,1,4,2021-01,1-4
2021-01-30 00:00:00+00:00,2021-02-04 00:00:00+00:00,0.3017770320733672,-0.3568615045532497,2021,1,1,4,2021-01,1-4
2021-02-04 00:00:00+00:00,2021-02-09 00:00:00+00:00,0.2974027891699892,-0.3429309420058007,2021,2,1,1,2021-02,2-1
2021-02-09 00:00:00+00:00,2021-02-14 00:00:00+00:00,0.34467470703016345,-0.4255809355751874,2021,2,1,2,2021-02,2-2
2021-02-14 00:00:00+00:00,2021-02-19 00:00:00+00:00,0.289219814476652,-0.3428439303962166,2021,2,1,2,2021-02,2-2
2021-02-19 00:00:00+00:00,2021-02-24 00:00:00+00:00,0.31491577810048954,-0.39453326771512204,2021,2,1,3,2021-02,2-3
2021-02-24 00:00:00+00:00,2021-03-01 00:00:00+00:00,0.30840554380551227,-0.3914012904517402,2021,2,1,4,2021-02,2-4
2021-03-01 00:00:00+00:00,2021-03-06 00:00:00+00:00,0.14594529146232563,-0.15131076637680374,2021,3,1,1,2021-03,3-1
2021-03-06 00:00:00+00:00,2021-03-11 00:00:00+00:00,0.18015023088858437,-0.1932193230424597,2021,3,1,1,2021-03,3-1
2021-03-11 00:00:00+00:00,2021-03-16 00:00:00+00:00,0.23334887595257467,-0.28575046366173285,2021,3,1,2,2021-03,3-2
2021-03-16 00:00:00+00:00,2021-03-21 00:00:00+00:00,0.12862702079915575,-0.10144916985050906,2021,3,1,3,2021-03,3-3
2021-03-21 00:00:00+00:00,2021-03-26 00:00:00+00:00,0.2690699287769442,-0.36892041000487086,2021,3,1,3,2021-03,3-3
2021-03-26 00:00:00+00:00,2021-03-31 00:00:00+00:00,0.22658473671658086,-0.3118421273767958,2021,3,1,4,2021-03,3-4
2021-03-31 00:00:00+00:00,2021-04-05 00:00:00+00:00,0.04259045412148944,-0.04155080113890333,2021,3,1,5,2021-03,3-5
2021-04-05 00:00:00+00:00,2021-04-10 00:00:00+00:00,0.1426602802085507,-0.16557027418465986,2021,4,2,1,2021-04,4-1
2021-04-10 00:00:00+00:00,2021-04-15 00:00:00+00:00,0.0586564273339895,-0.053431023263703616,2021,4,2,1,2021-04,4-1
2021-04-15 00:00:00+00:00,2021-04-20 00:00:00+00:00,0.33587712554694865,-0.3957507699625949,2021,4,2,2,2021-04,4-2
2021-04-20 00:00:00+00:00,2021-04-25 00:00:00+00:00,0.17792256536936482,-0.21071745875064574,2021,4,2,3,2021-04,4-3
2021-04-25 00:00:00+00:00,2021-04-30 00:00:00+00:00,0.14076807622036963,-0.1464680436092175,2021,4,2,3,2021-04,4-3
2021-04-30 00:00:00+00:00,2021-05-05 00:00:00+00:00,0.26522023017190094,-0.30135804683108175,2021,4,2,4,2021-04,4-4
2021-05-05 00:00:00+00:00,2021-05-10 00:00:00+00:00,0.31887702627354003,-0.36113709394685467,2021,5,2,1,2021-05,5-1
2021-05-10 00:00:00+00:00,2021-05-15 00:00:00+00:00,0.2941918628049737,-0.330779519444049,2021,5,2,2,2021-05,5-2
2021-05-15 00:00:00+00:00,2021-05-20 00:00:00+00:00,0.08075409130914443,-0.061531996163389044,2021,5,2,2,2021-05,5-2
2021-05-20 00:00:00+00:00,2021-05-25 00:00:00+00:00,0.31333606447970774,-0.3485689444131652,2021,5,2,3,2021-05,5-3
2021-05-25 00:00:00+00:00,2021-05-30 00:00:00+00:00,0.09061615193277159,-0.06500109101861253,2021,5,2,4,2021-05,5-4
2021-05-30 00:00:00+00:00,2021-06-04 00:00:00+00:00,0.35973362427209754,-0.37413597887571737,2021,5,2,4,2021-05,5-4
2021-06-04 00:00:00+00:00,2021-06-09 00:00:00+00:00,0.12023204119473199,-0.09934915654527153,2021,6,2,1,2021-06,6-1
2021-06-09 00:00:00+00:00,2021-06-14 00:00:00+00:00,0.009705188458211276,-0.012810706066211338,2021,6,2,2,2021-06,6-2
2021-06-14 00:00:00+00:00,2021-06-19 00:00:00+00:00,0.30719500674453243,-0.29049173847634896,2021,6,2,3,2021-06,6-3
2021-06-19 00:00:00+00:00,2021-06-24 00:00:00+00:00,0.40214132086952215,-0.4044641530628502,2021,6,2,3,2021-06,6-3
2021-06-24 00:00:00+00:00,2021-06-29 00:00:00+00:00,0.448355052590805,-0.46258840253337624,2021,6,2,4,2021-06,6-4
2021-06-29 00:00:00+00:00,2021-07-04 00:00:00+00:00,0.4396996640088831,-0.450132407052908,2021,6,2,5,2021-06,6-5
2021-07-04 00:00:00+00:00,2021-07-09 00:00:00+00:00,0.10462347817398152,-0.07283905566952707,2021,7,3,1,2021-07,7-1
2021-07-09 00:00:00+00:00,2021-07-14 00:00:00+00:00,0.26523084499239663,-0.234715349615867,2021,7,3,2,2021-07,7-2
2021-07-14 00:00:00+00:00,2021-07-19 00:00:00+00:00,0.4638340731850166,-0.4470965771590653,2021,7,3,3,2021-07,7-3
2021-07-19 00:00:00+00:00,2021-07-24 00:00:00+00:00,0.32332921694815936,-0.29892897411468716,2021,7,3,4,2021-07,7-4
2021-07-24 00:00:00+00:00,2021-07-29 00:00:00+00:00,0.299261380005944,-0.26726488232958723,2021,7,3,4,2021-07,7-4
2021-07-29 00:00:00+00:00,2021-08-03 00:00:00+00:00,0.33768062167299223,-0.317688787728376,2021,7,3,5,2021-07,7-5
2021-08-03 00:00:00+00:00,2021-08-08 00:00:00+00:00,0.23399624403071648,-0.2086925800305439,2021,8,3,1,2021-08,8-1
2021-08-08 00:00:00+00:00,2021-08-13 00:00:00+00:00,0.2278367020603395,-0.20623268804131067,2021,8,3,1,2021-08,8-1
2021-08-13 00:00:00+00:00,2021-08-18 00:00:00+00:00,0.3972910053121612,-0.39026147892257773,2021,8,3,2,2021-08,8-2
2021-08-18 00:00:00+00:00,2021-08-23 00:00:00+00:00,0.36018316395364136,-0.3518178896595433,2021,8,3,3,2021-08,8-3
2021-08-23 00:00:00+00:00,2021-08-28 00:00:00+00:00,0.07772307029976155,-0.049886246051698585,2021,8,3,4,2021-08,8-4
2021-08-28 00:00:00+00:00,2021-09-02 00:00:00+00:00,0.2094437292343095,-0.17795317884837067,2021,8,3,4,2021-08,8-4
2021-09-02 00:00:00+00:00,2021-09-07 00:00:00+00:00,0.15887588298234268,-0.12070947999101972,2021,9,3,1,2021-09,9-1
2021-09-07 00:00:00+00:00,2021-09-12 00:00:00+00:00,0.07027501447203235,-0.03702101300129812,2021,9,3,2,2021-09,9-2
2021-09-12 00:00:00+00:00,2021-09-17 00:00:00+00:00,0.023440221284285263,0.014105792549273735,2021,9,3,2,2021-09,9-2
2021-09-17 00:00:00+00:00,2021-09-22 00:00:00+00:00,0.012184577840222685,-0.005977022691945039,2021,9,3,3,2021-09,9-3
2021-09-22 00:00:00+00:00,2021-09-27 00:00:00+00:00,-0.006855017958203276,0.04363718990863471,2021,9,3,4,2021-09,9-4
2021-09-27 00:00:00+00:00,2021-10-02 00:00:00+00:00,0.19034166309797892,-0.13515774008359915,2021,9,3,5,2021-09,9-5
2021-10-02 00:00:00+00:00,2021-10-07 00:00:00+00:00,0.3039664148536261,-0.22314333517262605,2021,10,4,1,2021-10,10-1
2021-10-07 00:00:00+00:00,2021-10-12 00:00:00+00:00,0.38983745990381796,-0.3116273505875728,2021,10,4,2,2021-10,10-2
2021-10-12 00:00:00+00:00,2021-10-17 00:00:00+00:00,0.011490109654388254,0.024552231089896577,2021,10,4,3,2021-10,10-3
2021-10-17 00:00:00+00:00,2021-10-22 00:00:00+00:00,0.0979268709580412,-0.06529785008678633,2021,10,4,3,2021-10,10-3
2021-10-22 00:00:00+00:00,2021-10-27 00:00:00+00:00,0.41963507145883344,-0.3386431951372087,2021,10,4,4,2021-10,10-4
2021-10-27 00:00:00+00:00,2021-11-01 00:00:00+00:00,0.36057447904119816,-0.26962684896683464,2021,10,4,5,2021-10,10-5
2021-11-01 00:00:00+00:00,2021-11-06 00:00:00+00:00,0.34723879513068384,-0.273439394811169,2021,11,4,1,2021-11,11-1
2021-11-06 00:00:00+00:00,2021-11-11 00:00:00+00:00,,,2021,11,4,1,2021-11,11-1
2021-11-11 00:00:00+00:00,2021-11-16 00:00:00+00:00,0.2644525994883014,-0.20817253212257908,2021,11,4,2,2021-11,11-2
2021-11-16 00:00:00+00:00,2021-11-21 00:00:00+00:00,0.4023024006224438,-0.3517148009354451,2021,11,4,3,2021-11,11-3
2021-11-21 00:00:00+00:00,2021-11-26 00:00:00+00:00,0.36986782572850263,-0.3373037050883863,2021,11,4,3,2021-11,11-3
2021-11-26 00:00:00+00:00,2021-12-01 00:00:00+00:00,0.09868000999741539,-0.07110826242230928,2021,11,4,4,2021-11,11-4
2021-12-01 00:00:00+00:00,2021-12-06 00:00:00+00:00,0.35290764092037036,-0.3515141108677065,2021,12,4,1,2021-12,12-1
2021-12-06 00:00:00+00:00,2021-12-11 00:00:00+00:00,0.23271977096665794,-0.23541823505716147,2021,12,4,2,2021-12,12-2
2021-12-11 00:00:00+00:00,2021-12-16 00:00:00+00:00,0.42179719539912963,-0.46688410800856506,2021,12,4,2,2021-12,12-2
2021-12-16 00:00:00+00:00,2021-12-21 00:00:00+00:00,0.32148608566369113,-0.3515294045348521,2021,12,4,3,2021-12,12-3
2021-12-21 00:00:00+00:00,2021-12-26 00:00:00+00:00,0.15505987164589666,-0.14654411139953924,2021,12,4,4,2021-12,12-4
2021-12-26 00:00:00+00:00,2021-12-31 00:00:00+00:00,0.29890376131589225,-0.3366423602256047,2021,12,4,4,2021-12,12-4
2021-12-31 00:00:00+00:00,2022-01-05 00:00:00+00:00,0.3596008375813121,-0.41604402479619146,2021,12,4,5,2021-12,12-5
2022-01-05 00:00:00+00:00,2022-01-10 00:00:00+00:00,0.36554030925177217,-0.4248194908854992,2022,1,1,1,2022-01,1-1
2022-01-10 00:00:00+00:00,2022-01-15 00:00:00+00:00,0.3683917831360211,-0.4251002906095345,2022,1,1,2,2022-01,1-2
2022-01-15 00:00:00+00:00,2022-01-20 00:00:00+00:00,0.3399685186265943,-0.3936802787217727,2022,1,1,2,2022-01,1-2
2022-01-20 00:00:00+00:00,2022-01-25 00:00:00+00:00,0.18217531482447136,-0.18560085091391643,2022,1,1,3,2022-01,1-3
2022-01-25 00:00:00+00:00,2022-01-30 00:00:00+00:00,0.32268818820507267,-0.3747926541342197,2022,1,1,4,2022-01,1-4
2022-01-30 00:00:00+00:00,2022-02-04 00:00:00+00:00,0.08215007421700662,-0.06969104154244844,2022,1,1,4,2022-01,1-4
2022-02-04 00:00:00+00:00,2022-02-09 00:00:00+00:00,0.3176842495445979,-0.3720985556588932,2022,2,1,1,2022-02,2-1
2022-02-09 00:00:00+00:00,2022-02-14 00:00:00+00:00,0.10641260981715482,-0.07413696304077452,2022,2,1,2,2022-02,2-2
2022-02-14 00:00:00+00:00,2022-02-19 00:00:00+00:00,0.12225771317038882,-0.10553435691034654,2022,2,1,3,2022-02,2-3
2022-02-19 00:00:00+00:00,2022-02-24 00:00:00+00:00,0.015806066556214225,0.006375200395427327,2022,2,1,3,2022-02,2-3
2022-02-24 00:00:00+00:00,2022-03-01 00:00:00+00:00,0.3087446019634604,-0.351482914767827,2022,2,1,4,2022-02,2-4
2022-03-01 00:00:00+00:00,2022-03-06 00:00:00+00:00,0.305388148304896,-0.35305283739844057,2022,3,1,1,2022-03,3-1
2022-03-06 00:00:00+00:00,2022-03-11 00:00:00+00:00,0.1749074036498622,-0.18443819613046716,2022,3,1,1,2022-03,3-1
2022-03-11 00:00:00+00:00,2022-03-16 00:00:00+00:00,0.24900758142887727,-0.2891201722388882,2022,3,1,2,2022-03,3-2
2022-03-16 00:00:00+00:00,2022-03-21 00:00:00+00:00,0.14997030641394246,-0.16528000115043537,2022,3,1,3,2022-03,3-3
2022-03-21 00:00:00+00:00,2022-03-26 00:00:00+00:00,0.21612812405240467,-0.24789381270966096,2022,3,1,4,2022-03,3-4
2022-03-26 00:00:00+00:00,2022-03-31 00:00:00+00:00,0.2237582411938509,-0.2537605974040968,2022,3,1,4,2022-03,3-4
2022-03-31 00:00:00+00:00,2022-04-05 00:00:00+00:00,0.1364118065187559,-0.13544036521217379,2022,3,1,5,2022-03,3-5
2022-04-05 00:00:00+00:00,2022-04-10 00:00:00+00:00,0.12363721372645912,-0.15529654378221974,2022,4,2,1,2022-04,4-1
2022-04-10 00:00:00+00:00,2022-04-15 00:00:00+00:00,0.3090222437926364,-0.36803035489929314,2022,4,2,1,2022-04,4-1
2022-04-15 00:00:00+00:00,2022-04-20 00:00:00+00:00,0.05865684972326855,-0.04538753296350255,2022,4,2,2,2022-04,4-2
2022-04-20 00:00:00+00:00,2022-04-25 00:00:00+00:00,0.29048746065130215,-0.3386423968826554,2022,4,2,3,2022-04,4-3
2022-04-25 00:00:00+00:00,2022-04-30 00:00:00+00:00,0.2119774059197689,-0.25292349272035275,2022,4,2,4,2022-04,4-4
2022-04-30 00:00:00+00:00,2022-05-05 00:00:00+00:00,-0.07569264361199314,0.09504505490629857,2022,4,2,4,2022-04,4-4
2022-05-05 00:00:00+00:00,2022-05-10 00:00:00+00:00,-0.013548608771705611,0.04183489049419515,2022,5,2,1,2022-05,5-1
2022-05-10 00:00:00+00:00,2022-05-15 00:00:00+00:00,0.27928094177834545,-0.288441562535791,2022,5,2,2,2022-05,5-2
2022-05-15 00:00:00+00:00,2022-05-20 00:00:00+00:00,0.1896540293840837,-0.18413812796672765,2022,5,2,2,2022-05,5-2
2022-05-20 00:00:00+00:00,2022-05-25 00:00:00+00:00,0.2058295048996832,-0.19388200617796156,2022,5,2,3,2022-05,5-3
2022-05-25 00:00:00+00:00,2022-05-30 00:00:00+00:00,0.23650920840486167,-0.23318336874518172,2022,5,2,4,2022-05,5-4
2022-05-30 00:00:00+00:00,2022-06-04 00:00:00+00:00,0.27936369971535674,-0.27250273772868955,2022,5,2,5,2022-05,5-5
2022-06-04 00:00:00+00:00,2022-06-09 00:00:00+00:00,0.2830993633104786,-0.2730309362843729,2022,6,2,1,2022-06,6-1
2022-06-09 00:00:00+00:00,2022-06-14 00:00:00+00:00,0.349256736626784,-0.35380497463462296,2022,6,2,2,2022-06,6-2
2022-06-14 00:00:00+00:00,2022-06-19 00:00:00+00:00,0.37052568049545076,-0.3859456648367174,2022,6,2,3,2022-06,6-3
2022-06-19 00:00:00+00:00,2022-06-24 00:00:00+00:00,0.3331962420221725,-0.34480947464487266,2022,6,2,3,2022-06,6-3
2022-06-24 00:00:00+00:00,2022-06-29 00:00:00+00:00,0.34776110691179174,-0.3534559771919837,2022,6,2,4,2022-06,6-4
2022-06-29 00:00:00+00:00,2022-07-04 00:00:00+00:00,0.11291863722054543,-0.09647671225687952,2022,6,2,5,2022-06,6-5
2022-07-04 00:00:00+00:00,2022-07-09 00:00:00+00:00,0.17242068781379222,-0.1550581456154401,2022,7,3,1,2022-07,7-1
2022-07-09 00:00:00+00:00,2022-07-14 00:00:00+00:00,0.05831813696066165,-0.04625497870035409,2022,7,3,1,2022-07,7-1
2022-07-14 00:00:00+00:00,2022-07-19 00:00:00+00:00,0.2194586694053972,-0.19843729224714368,2022,7,3,2,2022-07,7-2
2022-07-19 00:00:00+00:00,2022-07-24 00:00:00+00:00,0.25560071150199953,-0.2229223930936713,2022,7,3,3,2022-07,7-3
2022-07-24 00:00:00+00:00,2022-07-29 00:00:00+00:00,0.30342822079149995,-0.2672841092126727,2022,7,3,3,2022-07,7-3
2022-07-29 00:00:00+00:00,2022-08-03 00:00:00+00:00,0.14363036212082,-0.11128485172929348,2022,7,3,4,2022-07,7-4
2022-08-03 00:00:00+00:00,2022-08-08 00:00:00+00:00,0.26948795717195684,-0.23818859837154674,2022,8,3,1,2022-08,8-1
2022-08-08 00:00:00+00:00,2022-08-13 00:00:00+00:00,0.14796930568906058,-0.11349905381431598,2022,8,3,2,2022-08,8-2
2022-08-13 00:00:00+00:00,2022-08-18 00:00:00+00:00,0.13048263710479766,-0.09068957920795412,2022,8,3,2,2022-08,8-2
2022-08-18 00:00:00+00:00,2022-08-23 00:00:00+00:00,0.1436832881627545,-0.10312178589302372,2022,8,3,3,2022-08,8-3
2022-08-23 00:00:00+00:00,2022-08-28 00:00:00+00:00,0.1834133197729069,-0.15365580645999807,2022,8,3,4,2022-08,8-4
2022-08-28 00:00:00+00:00,2022-09-02 00:00:00+00:00,-0.011112330529125221,0.03729593227656414,2022,8,3,4,2022-08,8-4
2022-09-02 00:00:00+00:00,2022-09-07 00:00:00+00:00,0.16068904119512037,-0.12919921126513564,2022,9,3,1,2022-09,9-1
2022-09-07 00:00:00+00:00,2022-09-12 00:00:00+00:00,0.04429906369674905,0.0013693777072742862,2022,9,3,2,2022-09,9-2
2022-09-12 00:00:00+00:00,2022-09-17 00:00:00+00:00,0.28162073749206723,-0.21669848016436774,2022,9,3,3,2022-09,9-3
2022-09-17 00:00:00+00:00,2022-09-22 00:00:00+00:00,0.026420718842545494,0.0020638868439770775,2022,9,3,3,2022-09,9-3
2022-09-22 00:00:00+00:00,2022-09-27 00:00:00+00:00,0.17281623035459528,-0.12331862280121765,2022,9,3,4,2022-09,9-4
2022-09-27 00:00:00+00:00,2022-10-02 00:00:00+00:00,0.09288614376998881,-0.04964666972388458,2022,9,3,5,2022-09,9-5
2022-10-02 00:00:00+00:00,2022-10-07 00:00:00+00:00,0.11977630363197547,-0.065844883716456,2022,10,4,1,2022-10,10-1
2022-10-07 00:00:00+00:00,2022-10-12 00:00:00+00:00,0.17040392955326655,-0.1244661883095449,2022,10,4,2,2022-10,10-2
2022-10-12 00:00:00+00:00,2022-10-17 00:00:00+00:00,0.013399294552214865,-0.00786725548926844,2022,10,4,3,2022-10,10-3
2022-10-17 00:00:00+00:00,2022-10-22 00:00:00+00:00,0.3429629249708594,-0.28991281093267113,2022,10,4,4,2022-10,10-4
2022-10-22 00:00:00+00:00,2022-10-27 00:00:00+00:00,0.3688651425664107,-0.313816901755535,2022,10,4,4,2022-10,10-4
2022-10-27 00:00:00+00:00,2022-11-01 00:00:00+00:00,0.4488654293964158,-0.38118400213579096,2022,10,4,5,2022-10,10-5
2022-11-01 00:00:00+00:00,2022-11-06 00:00:00+00:00,0.46350924466147786,-0.4137921192517111,2022,11,4,1,2022-11,11-1
2022-11-06 00:00:00+00:00,2022-11-11 00:00:00+00:00,0.4068552575900013,-0.36669842841274847,2022,11,4,1,2022-11,11-1
2022-11-11 00:00:00+00:00,2022-11-16 00:00:00+00:00,0.26469375308020177,-0.23393469230649147,2022,11,4,2,2022-11,11-2
2022-11-16 00:00:00+00:00,2022-11-21 00:00:00+00:00,0.18180990063337218,-0.15061723228996077,2022,11,4,3,2022-11,11-3
2022-11-21 00:00:00+00:00,2022-11-26 00:00:00+00:00,0.043602512467972476,-0.02168458469614134,2022,11,4,4,2022-11,11-4
2022-11-26 00:00:00+00:00,2022-12-01 00:00:00+00:00,0.34372575255001575,-0.3265278615145777,2022,11,4,4,2022-11,11-4
2022-12-01 00:00:00+00:00,2022-12-06 00:00:00+00:00,0.1519759122197382,-0.12595977103695727,2022,12,4,1,2022-12,12-1
2022-12-06 00:00:00+00:00,2022-12-11 00:00:00+00:00,0.23514872269445847,-0.2220729776902682,2022,12,4,2,2022-12,12-2
2022-12-11 00:00:00+00:00,2022-12-16 00:00:00+00:00,0.36766586812277974,-0.38302816258127054,2022,12,4,2,2022-12,12-2
2022-12-16 00:00:00+00:00,2022-12-21 00:00:00+00:00,0.36531121411807094,-0.3960537563780119,2022,12,4,3,2022-12,12-3
2022-12-21 00:00:00+00:00,2022-12-26 00:00:00+00:00,0.3378891971535755,-0.37693855968635753,2022,12,4,4,2022-12,12-4
2022-12-26 00:00:00+00:00,2022-12-31 00:00:00+00:00,0.3516806657983928,-0.3945493682109811,2022,12,4,5,2022-12,12-5
